student,take_exam,social,gender,pretest,posttest,Fi,CBi,Vi,MApi,PApi,total_time,total_activity,total_time_be,total_activity_be,qp_time,wa_time,qp_activity,wa_activity,exam_norm,lgain_pp,lgain_pe
user0963,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0964,1,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,,0.0
user0901,0,1,1,0.09,,0.33,0.1,0.6,0.72,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0905,1,1,1,0.27,,0.42,0.55,0.6,0.61,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,
user0921,1,1,1,0.45,,0.67,0.9,0.87,0.67,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,,
user0928,0,1,0,0.09,,0.42,0.55,0.87,0.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0931,1,1,1,0.45,,0.67,0.6,0.47,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,,
user0932,0,1,0,0.09,,0.33,0.1,0.47,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0941,0,1,1,0.0,,0.5,0.25,0.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0949,0,1,1,0.09,,0.58,0.35,0.8,0.72,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0877,1,1,1,0.09,0.45,0.5,0.5,0.6,0.28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.36,400.0
user0889,1,1,1,0.09,0.27,0.58,0.15,0.67,0.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.18000000000000002,200.00000000000006
user0893,1,1,1,0.09,0.09,0.67,0.05,1,0.28,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0
user0926,1,1,1,0.27,0.73,0.33,0.45,0.33,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.45999999999999996,170.37037037037035
user0933,1,1,0,0.09,0.09,0.33,0.25,0.6,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
user0936,1,1,1,0.0,0.09,0.58,0.65,0.53,0.67,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.09,0.0
user0910,1,1,1,0.27,0.73,0.58,0.35,0.67,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.45999999999999996,170.37037037037035
user0929,1,1,1,0.18,0.36,0.5,0.6,0.6,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.18,100.0
user0940,1,1,0,0.18,0.27,0.5,0.05,0.67,0.61,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.09000000000000002,50.000000000000014
user0947,1,1,1,0.0,0.45,0.58,0.5,0.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.45,0.0
user0951,1,1,1,0.45,0.36,0.42,0.7,0.8,0.61,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,-0.09000000000000002,-20.000000000000004
user0886,1,1,1,0.09,,0.58,0.65,0.67,0.89,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,
user0894,0,1,1,0.0,,0.5,0.15,0.67,0.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0911,0,1,1,0.09,,0.33,0.55,1,0.83,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0924,1,1,1,0.27,,0.58,0.45,0.67,0.94,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,,
user0948,0,1,1,0.55,,0.58,0.8,0.67,0.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0879,1,1,1,0.18,0.82,0.67,0.4,0.6,0.83,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.6399999999999999,355.55555555555554
user0939,1,1,0,0.09,0.36,0.5,0.6,0.87,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.27,300.00000000000006
user0943,1,1,1,0.0,0.36,0.58,0.65,0.6,0.83,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.36,0.0
user0958,1,1,0,0.45,0.55,0.67,0.4,1,0.94,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.10000000000000003,22.22222222222223
user0881,1,1,1,0.0,,0.5,0.55,0.6,0.5,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,,0.0
user0887,1,1,1,0.27,,0.67,0.8,0.93,0.67,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,,
user0960,0,1,1,0.09,,0.5,0.75,0.67,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0895,1,1,1,0.09,0.36,0.5,0.3,0.67,0.72,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.27,300.00000000000006
user0906,1,1,1,0.18,0.09,0.5,0.7,0.6,0.5,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,-0.09,-50.0
user0950,1,1,1,0.27,0.45,0.58,0.6,0.67,0.61,0.67,404981031.0,96.0,224.0,96.0,0.0,404981031.0,0.0,224.0,90.0,0.18,66.66666666666666
user0956,1,1,1,0.09,0.27,0.42,0.55,0.67,0.39,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.18000000000000002,200.00000000000006
user0908,1,1,0,0.18,0.82,0.58,0.4,0.6,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.6399999999999999,355.55555555555554
user0937,1,1,1,0.09,0.27,0.58,0.2,0.93,0.67,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.18000000000000002,200.00000000000006
user0938,1,1,1,0.18,0.18,0.5,0.6,0.67,0.67,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
user0903,1,1,1,0.09,,0.83,0.6,1,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,,
user0913,0,1,1,0.18,,0.75,0.65,0.93,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0935,0,1,1,0.09,,0.67,0.4,0.6,0.78,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0944,0,1,1,0.18,,0.75,0.65,0.73,0.83,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0952,0,1,1,0.64,,1,0.85,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0957,1,1,0,0.64,,0.75,0.85,0.93,0.83,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,,
user0915,1,1,0,0.09,0.27,0.58,0.55,0.93,0.89,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.18000000000000002,200.00000000000006
user0907,1,1,1,0.09,1.0,0.58,0.8,0.8,0.89,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.91,1011.1111111111112
user0880,1,1,1,0.36,0.45,0.5,0.65,0.53,0.56,0.61,5034874643.0,766.0,6192.0,766.0,566698178.0,4468176465.0,3390.0,2802.0,71.0,0.09000000000000002,25.000000000000007
user0897,1,1,1,0.09,0.45,0.58,0.2,0.67,0.5,0.5,669562421.0,86.0,390.0,86.0,31141155.0,638421266.0,120.0,270.0,90.0,0.36,400.0
user0919,0,1,0,0.27,1.0,0.17,0.25,0.2,0.22,0.33,1995686498.0,518.0,3490.0,518.0,142544897.0,1853141601.0,1376.0,2114.0,0.0,0.73,270.3703703703703
user0923,1,1,1,0.0,0.73,0.58,0.5,0.6,0.61,0.56,556425252.0,102.0,596.0,102.0,27274468.0,529150784.0,173.0,423.0,57.0,0.73,0.0
user0904,1,1,1,0.27,,0.58,0.7,0.67,0.56,0.67,200958957.0,28.0,1955.0,28.0,86126760.0,114832197.0,1153.0,802.0,81.0,,
user0925,1,1,1,0.18,,0.58,0.35,0.67,0.72,0.83,1504404003.0,256.0,1814.0,256.0,82259550.0,1422144453.0,561.0,1253.0,61.0,,
user0922,0,1,1,0.91,,0.75,1,0.93,1,0.89,4231170.0,1.0,78.0,1.0,0.0,4231170.0,0.0,78.0,0.0,,
user0882,1,1,1,0.18,0.73,0.83,0.65,0.6,1,1,1921529664.0,272.0,7060.0,272.0,500402964.0,1421126700.0,3666.0,3394.0,100.0,0.55,305.5555555555556
user0934,1,1,0,0.0,0.64,1,1,0.93,1,1,650253640.0,113.0,831.0,113.0,32519056.0,617734584.0,248.0,583.0,86.0,0.64,0.0
user0878,1,1,1,0.27,0.73,0.58,0.6,0.67,0.83,0.67,2920565980.0,425.0,2948.0,425.0,363320634.0,2557245346.0,1350.0,1598.0,93.0,0.45999999999999996,170.37037037037035
user0890,1,1,1,0.18,0.45,0.83,0.4,0.93,0.83,1,703902472.0,98.0,734.0,98.0,79004435.0,624898037.0,378.0,356.0,64.0,0.27,150.00000000000003
user0891,1,1,1,0.09,0.45,0.67,0.65,0.73,1,0.67,662953236.0,102.0,494.0,102.0,77966151.0,584987085.0,219.0,275.0,93.0,0.36,400.0
user0898,1,1,1,0.18,0.45,0.83,0.7,0.93,0.78,0.72,2070461132.0,271.0,1549.0,271.0,106964794.0,1963496338.0,456.0,1093.0,39.0,0.27,150.00000000000003
user0927,1,1,1,0.0,0.64,0.75,0.3,0.93,0.94,0.78,576488609.0,142.0,822.0,142.0,28408655.0,548079954.0,112.0,710.0,90.0,0.64,0.0
user0888,0,1,1,0.18,,0.5,0.5,0.67,0.39,0.56,58527972.0,125.0,753.0,125.0,5615999.0,52911973.0,219.0,534.0,0.0,,
user0909,1,1,0,0.09,,0,0,0.33,0.56,0.5,207622834.0,67.0,549.0,67.0,14761582.0,192861252.0,90.0,459.0,27.0,,
user0892,1,1,1,0.09,0.64,0.5,0.45,0.8,0.61,0.56,4294262135.0,1209.0,21135.0,1209.0,412364302.0,3881897833.0,5200.0,15935.0,54.0,0.55,611.1111111111112
user0953,1,1,1,0.09,0.64,0.5,0.1,0.67,0.56,0.56,396044515.0,74.0,1422.0,74.0,108647012.0,287397503.0,923.0,499.0,91.0,0.55,611.1111111111112
user0884,1,1,1,0.0,0.36,0.58,0.55,0.73,0.5,0.56,1686610304.0,238.0,1553.0,238.0,86407207.0,1600203097.0,455.0,1098.0,84.0,0.36,0.0
user0920,1,1,0,0.09,0.64,0.5,0.65,0.47,0.22,0.44,677248375.0,267.0,2685.0,267.0,41764590.0,635483785.0,851.0,1834.0,89.0,0.55,611.1111111111112
user0930,1,1,1,0.55,0.73,0.58,0.65,0.73,0.56,0.56,198088311.0,103.0,1056.0,103.0,7721927.0,190366384.0,149.0,907.0,86.0,0.17999999999999994,32.72727272727272
user0954,0,1,1,0.45,,0.92,0.8,1,0.83,0.61,185632246.0,55.0,4429.0,55.0,69994133.0,115638113.0,1889.0,2540.0,0.0,,
user0899,1,1,0,0.27,0.91,0.83,0.75,0.93,0.83,0.56,2697369189.0,626.0,11894.0,626.0,140980239.0,2556388950.0,3717.0,8177.0,90.0,0.64,237.037037037037
user0918,1,1,1,0.55,,0.83,0.75,0.93,0.72,0.72,1220295.0,2.0,45.0,2.0,1220295.0,0.0,45.0,0.0,96.0,,
user0916,1,1,0,0.0,0.73,0.5,0.25,0.6,0.72,0.83,88872141.0,86.0,451.0,86.0,6196689.0,82675452.0,108.0,343.0,86.0,0.73,0.0
user0942,1,1,1,0.27,0.82,0.33,0.25,0.6,0.61,0.67,1858655565.0,645.0,14992.0,645.0,115328028.0,1743327537.0,3518.0,11474.0,96.0,0.5499999999999999,203.70370370370367
user0896,1,1,0,0.09,,0.83,0.9,0.87,0.89,0.83,1427108355.0,460.0,3155.0,460.0,57757833.0,1369350522.0,777.0,2378.0,87.0,,
user0959,0,1,1,0.45,,0.58,0.75,0.93,0.78,0.67,59308211.0,88.0,1911.0,88.0,6744802.0,52563409.0,265.0,1646.0,0.0,,
user0883,1,1,1,0.09,0.64,0.75,0.75,0.73,0.89,0.89,267082500.0,44.0,3366.0,44.0,252880154.0,14202346.0,3327.0,39.0,97.0,0.55,611.1111111111112
user0885,1,1,1,0.27,0.45,0.58,0.3,0.67,0.78,0.67,113326543.0,93.0,783.0,93.0,8528313.0,104798230.0,459.0,324.0,70.0,0.18,66.66666666666666
user0902,1,1,0,0.18,0.55,0.58,0.5,0.6,0.78,0.78,1993344221.0,624.0,5026.0,624.0,99440654.0,1893903567.0,1439.0,3587.0,53.0,0.37000000000000005,205.55555555555557
user0912,1,1,0,0.18,1.0,0.75,0.55,0.87,0.78,0.78,1895310541.0,602.0,6366.0,602.0,161981750.0,1733328791.0,2690.0,3676.0,98.0,0.8200000000000001,455.5555555555556
user0914,1,1,0,0.27,0.55,0.67,0.7,0.87,0.94,0.83,779958893.0,187.0,1295.0,187.0,19485163.0,760473730.0,309.0,986.0,96.0,0.28,103.7037037037037
user0900,1,1,1,0.91,0.91,0.75,0.85,0.87,0.83,0.78,445057465.0,260.0,1275.0,260.0,37593568.0,407463897.0,302.0,973.0,89.0,0.0,0.0
