student,take_exam,social,gender,pretest,posttest,Fi,CBi,Vi,MApi,PApi,total_time,total_activity,total_time_be,total_activity_be,qp_time,wa_time,qp_activity,wa_activity,exam_norm,lgain_pp,lgain_pe
user0644,1,1,1,0.18,0.36,0.67,0.5,0.93,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.18,100.0
user0646,1,1,1,0.09,0.27,0.58,0.25,0.6,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.18000000000000002,200.00000000000006
user0671,1,1,1,0.18,0.18,0.58,0.5,0.73,0.72,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
user0685,1,1,1,0.09,0.73,0.5,0.4,0.47,0.33,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.64,711.1111111111112
user0700,1,1,1,0.0,0.36,0.5,0.65,0.67,0.56,0.5,308014492.0,127.0,357.0,127.0,0.0,308014492.0,0.0,357.0,63.0,0.36,0.0
user0632,1,1,1,0.09,0.73,0.67,0.5,0.6,0.56,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.64,711.1111111111112
user0638,1,1,1,0.18,0.55,0.67,0.65,0.6,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.37000000000000005,205.55555555555557
user0672,1,1,0,0.09,0.64,0.42,0.45,0.67,0.72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.55,611.1111111111112
user0674,1,1,1,0.45,0.36,0.5,0.2,0.67,0.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,-0.09000000000000002,-20.000000000000004
user0689,1,1,1,0.18,0.45,0.5,0.4,0.67,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.27,150.00000000000003
user0691,1,1,0,0.09,0.36,0.42,0.35,0.8,0.28,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.27,300.00000000000006
user0697,1,1,1,0.18,0.18,0.5,0.7,0.4,0.33,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0
user0630,0,1,1,0.82,,0.67,0.7,0.67,0.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0661,1,1,0,0.0,,0.33,0.55,0.8,0.83,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,,0.0
user0708,0,1,1,0.36,,0.67,0.75,0.8,0.83,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0643,1,1,1,0.36,0.73,0.58,0.65,0.93,0.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.37,102.77777777777779
user0654,1,1,1,0.09,0.55,0.67,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.4600000000000001,511.11111111111126
user0675,0,1,0,0.09,,0.5,0.45,0.67,0.61,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0683,1,1,0,0.09,0.45,0.5,0.05,0.73,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.36,400.0
user0699,0,1,1,0.09,,0.42,0.5,0.53,0.5,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0702,0,1,1,0.09,,0.42,0.5,0.53,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0706,0,1,1,0.73,,0.67,0.75,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0649,1,1,1,0.09,0.36,0.58,0.4,0.67,0.61,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.27,300.00000000000006
user0688,1,1,1,0.18,0.64,0.67,0.1,0.67,0.56,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.46,255.55555555555557
user0692,1,1,1,0.36,0.55,0.5,0.7,0.73,0.61,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.19000000000000006,52.7777777777778
user0636,1,1,1,0.18,0.45,0.5,0.7,0.53,0.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.27,150.00000000000003
user0626, ,1,0,,,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0647,0,1,1,0.45,,0.5,0.6,0.73,0.78,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0666,0,1,1,0.27,,0.92,0.9,0.73,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0669,1,1,1,0.18,,0.92,0.6,0.87,0.94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,,
user0676,1,1,1,0.82,,0.67,0.85,0.93,0.78,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,,
user0693,1,1,0,0.27,,0.58,0.7,0.87,0.89,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,,
user0670,1,1,0,0.64,1.0,0.42,0.55,0.67,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.36,56.25
user0698,1,1,1,0.27,,0.42,0.5,0.47,0.44,0.5,1010421838.0,239.0,1372.0,239.0,67636441.0,942785397.0,341.0,1031.0,53.0,,
user0705,1,1,1,0.36,,0.5,0.75,0.73,0.44,0.28,60797219.0,9.0,26.0,9.0,6755321.0,54041898.0,9.0,17.0,60.0,,
user0640,1,1,1,0.09,0.55,0.5,0.3,0.67,0.5,0.56,513663283.0,72.0,3783.0,72.0,278958237.0,234705046.0,2295.0,1488.0,81.0,0.4600000000000001,511.11111111111126
user0653,1,1,1,0.82,,0.75,0.85,0.8,0.56,0.61,2696431206.0,387.0,3348.0,387.0,217058169.0,2479373037.0,1904.0,1444.0,94.0,,
user0658,1,1,1,0.18,0.73,0.58,0.75,0.6,0.56,0.5,603597143.0,111.0,1188.0,111.0,83746502.0,519850641.0,619.0,569.0,61.0,0.55,305.5555555555556
user0690,1,1,0,0.09,0.55,0.42,0,0.67,0.5,0.5,983841142.0,151.0,1124.0,151.0,52163850.0,931677292.0,691.0,433.0,91.0,0.4600000000000001,511.11111111111126
user0695,1,1,0,0.0,0.09,0.33,1,0.73,0.5,0.5,1476340290.0,223.0,2657.0,223.0,212026056.0,1264314234.0,1390.0,1267.0,85.0,0.09,0.0
user0673,1,1,1,0.0,0.55,0.33,0,0.67,0.44,0.33,1628878556.0,227.0,2239.0,227.0,114808992.0,1514069564.0,989.0,1250.0,79.0,0.55,0.0
user0657,1,1,1,0.09,0.45,0.42,0.65,0.6,1,0.5,415617950.0,59.0,1549.0,59.0,189440860.0,226177090.0,1083.0,466.0,61.0,0.36,400.0
user0663,1,1,1,0.36,0.64,0.58,0.5,0.6,0.78,0.33,423319542.0,59.0,3332.0,59.0,193663079.0,229656463.0,2382.0,950.0,79.0,0.28,77.77777777777779
user0665,1,1,0,0.18,,0.5,0.2,0.33,0.67,0.78,192991538.0,29.0,302.0,29.0,26669251.0,166322287.0,113.0,189.0,86.0,,
user0667,1,1,1,0.36,0.73,0.58,0.45,0.73,0.67,0.83,1362416265.0,194.0,2343.0,194.0,184059982.0,1178356283.0,1080.0,1263.0,85.0,0.37,102.77777777777779
user0645,1,1,1,0.18,0.91,0.58,0.65,0.6,0.78,0.78,1256530172.0,173.0,1431.0,173.0,116201437.0,1140328735.0,552.0,879.0,90.0,0.73,405.55555555555554
user0662,1,1,0,0.0,0.0,0.5,0.4,0.73,0.83,0.83,522962549.0,79.0,529.0,79.0,34679148.0,488283401.0,175.0,354.0,53.0,0.0,0.0
user0701,1,1,0,0.09,0.36,0.75,0.5,1,0.89,0.72,575744599.0,105.0,1635.0,105.0,44742630.0,531001969.0,593.0,1042.0,91.0,0.27,300.00000000000006
user0634,1,1,0,,0.64,0.67,0.4,0.67,0.89,0.83,1580445281.0,246.0,1046.0,246.0,51385020.0,1529060261.0,380.0,666.0,95.0,,0.0
user0668,1,1,1,0.09,0.55,0.67,0.35,0.67,0.78,0.72,523916971.0,80.0,2070.0,80.0,32500395.0,491416576.0,102.0,1968.0,89.0,0.4600000000000001,511.11111111111126
user0710,1,1,0,0.18,0.45,0.67,0.6,0.87,0.78,0.83,1960738021.0,277.0,1604.0,277.0,82502478.0,1878235543.0,489.0,1115.0,86.0,0.27,150.00000000000003
user0678,1,1,0,0.27,0.91,0.5,0.35,0.4,0.56,0.5,233530726.0,96.0,889.0,96.0,26752714.0,206778012.0,432.0,457.0,91.0,0.64,237.037037037037
user0684,1,1,0,0.09,0.36,0.25,0.15,0.6,0.33,0.44,1578195381.0,666.0,8433.0,666.0,165465835.0,1412729546.0,3778.0,4655.0,50.0,0.27,300.00000000000006
user0707,1,1,0,0.09,0.0,0.67,0.25,0.8,0.61,0.44,388821924.0,161.0,3170.0,161.0,43424251.0,345397673.0,1124.0,2046.0,47.0,-0.09,-100.0
user0694,0,1,0,0.0,,0.67,0.7,0.67,0.78,0.28,3425247.0,3.0,69.0,3.0,3425247.0,0.0,69.0,0.0,0.0,,0.0
user0686,1,1,0,0.0,0.64,0.92,0.75,0.93,0.83,0.44,377975216.0,137.0,1248.0,137.0,21155898.0,356819318.0,364.0,884.0,89.0,0.64,0.0
user0629,1,1,1,1.0,1.0,0.42,0.6,0.67,0.67,0.72,1686585419.0,852.0,9372.0,852.0,104360278.0,1582225141.0,1426.0,7946.0,91.0,0.0,0.0
user0677,1,1,0,0.09,0.64,0.42,0.35,0.67,0.72,0.72,2853555697.0,605.0,2369.0,605.0,14698105.0,2838857592.0,325.0,2044.0,71.0,0.55,611.1111111111112
user0631,1,1,1,0.09,0.73,0.5,0.45,0.6,0.72,0.83,66824832.0,41.0,1010.0,41.0,37636778.0,29188054.0,627.0,383.0,98.0,0.64,711.1111111111112
user0635,1,1,1,0.18,0.73,0.42,0.3,0.6,0.67,0.72,1218196798.0,315.0,2190.0,315.0,50267522.0,1167929276.0,706.0,1484.0,91.0,0.55,305.5555555555556
user0641,1,1,0,0.09,0.18,0.33,0.55,0.47,0.72,0.94,955439242.0,456.0,3616.0,456.0,56393186.0,899046056.0,829.0,2787.0,55.0,0.09,100.0
user0659,1,1,1,0.09,0.64,0.58,0.1,0.87,0.83,0.83,262310917.0,328.0,4364.0,328.0,26627804.0,235683113.0,2009.0,2355.0,95.0,0.55,611.1111111111112
user0703,1,1,1,0.09,,0.5,0.65,0.8,0.78,0.72,262781905.0,411.0,2106.0,411.0,7021466.0,255760439.0,507.0,1599.0,67.0,,
user0660,1,1,1,0.64,0.82,0.67,0.8,1,0.83,0.89,3713618881.0,802.0,6261.0,802.0,355510647.0,3358108234.0,3008.0,3253.0,85.0,0.17999999999999994,28.12499999999999
user0680,1,1,1,0.73,1.0,0.58,0.75,0.67,0.83,0.67,1293143177.0,697.0,8469.0,697.0,93609874.0,1199533303.0,2491.0,5978.0,96.0,0.27,36.986301369863014
user0637,1,1,1,0.18,0.73,0.58,0.3,0.67,0.89,0.72,151080056.0,245.0,4163.0,245.0,13295663.0,137784393.0,1509.0,2654.0,90.0,0.55,305.5555555555556
user0642,1,1,0,0.18,1.0,0.92,0.65,0.8,0.94,0.78,2519827690.0,842.0,16370.0,842.0,148515072.0,2371312618.0,3993.0,12377.0,99.0,0.8200000000000001,455.5555555555556
user0648,1,1,1,0.18,0.27,0.67,0.5,0.8,0.89,0.67,718002148.0,323.0,2450.0,323.0,48624656.0,669377492.0,737.0,1713.0,69.0,0.09000000000000002,50.000000000000014
user0650,1,1,1,0.27,0.91,0.67,0.6,0.67,1,0.78,2494161387.0,498.0,7241.0,498.0,255260647.0,2238900740.0,3422.0,3819.0,92.0,0.64,237.037037037037
user0651,1,1,1,0.73,0.91,0.67,0.5,1,0.83,0.83,2017513418.0,593.0,6427.0,593.0,191105960.0,1826407458.0,3028.0,3399.0,93.0,0.18000000000000005,24.65753424657535
user0652,1,1,0,0.27,1.0,0.58,0.6,0.73,0.78,0.72,207807806.0,209.0,1639.0,209.0,50523563.0,157284243.0,790.0,849.0,99.0,0.73,270.3703703703703
user0679,1,1,1,0.09,0.64,0.75,0.5,0.67,0.89,0.67,9350426.0,4.0,120.0,4.0,9350426.0,0.0,120.0,0.0,95.0,0.55,611.1111111111112
user0780,0,1, ,0.09,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0809,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0830,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0837,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0840,1,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,0.0
user0836,1,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,0.0
user0755,1,1,1,0.18,,0.33,0,0.67,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,
user0757,1,1,1,0.0,,0.67,0.5,0.87,0.67,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,0.0
user0801,1,1,1,0.09,,0.67,0.65,0.67,0.56,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,
user0811,1,1,1,0.09,,0.25,0.45,0.53,0.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,,
user0813,1,1,1,0.18,,0.58,0.55,0.8,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,
user0820,0,1,1,0.09,,0.58,0.25,0.53,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0822,0,1,1,0.09,,0.67,0.5,0.53,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0834,0,1,1,0.0,,0.5,0.5,0.67,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0765,1,1,1,0.09,0.45,0.33,0.4,0.6,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.36,400.0
user0770,1,1,1,0.09,0.0,0.17,0.25,0.33,0.28,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,-0.09,-100.0
user0785,1,1,1,0.09,0.82,0.42,0.15,0.53,0.39,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.73,811.1111111111111
user0799,1,1,1,0.09,0.82,0.5,0.35,0.73,0.61,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.73,811.1111111111111
user0804,1,1,0,0.18,0.36,0.25,0,0.13,0.72,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.18,100.0
user0806,1,1,1,0.27,1.0,0.42,0.7,0.67,0.72,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.73,270.3703703703703
user0826,1,1,1,0.45,0.36,0.58,0.6,0.67,0.72,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,-0.09000000000000002,-20.000000000000004
user0835,1,1,0,0.09,,0.5,0.15,0.93,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,,
user0764,1,1,1,0.18,0.91,0.5,0.45,0.6,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.73,405.55555555555554
user0777,1,1,0,0.09,0.64,0.58,0.2,0.67,0.67,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.55,611.1111111111112
user0766,1,1,1,0.55,,1,0.9,0.8,0.83,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,
user0795,1,1,1,0.18,,0.67,0.65,0.73,0.83,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,,
user0823,0,1,1,0.0,,0.33,0.25,0.6,0.78,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0783,1,1,1,0.18,0.55,0.42,0.1,0.8,0.78,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.37000000000000005,205.55555555555557
user0793,1,1,1,0.0,0.91,0.67,0.55,0.87,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.91,0.0
user0763,1,1,0,0.09,0.64,0.58,0.5,0.6,0.83,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.55,611.1111111111112
user0786,1,1,0,0.09,0.36,0.5,0.1,0.53,0.78,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.27,300.00000000000006
user0789,0,1,1,0.09,,0.33,0.25,0.8,0.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0805,1,1,1,0.09,,0.5,0.5,0.87,0.67,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,
user0756,1,1,0,0.09,0.36,0.5,0.6,0.67,0.61,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.27,300.00000000000006
user0782,1,1,1,0.09,0.64,0.58,0.1,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.55,611.1111111111112
user0784,1,1,1,0.18,1.0,0.58,0.65,0.67,0.72,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.8200000000000001,455.5555555555556
user0810,1,1,1,0.18,0.91,0.67,0.15,0.53,0.61,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.73,405.55555555555554
user0829,1,1,1,0.09,1.0,0.58,0.2,0.6,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.91,1011.1111111111112
user0831,1,1,1,0.27,0.64,0.58,0.2,1,0.67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.37,137.037037037037
user0774,0,1,1,0.64,,0.58,0.35,0.67,0.83,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0816,1,1,0,0.18,,0.67,0.65,0.67,0.83,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,
user0833,1,1,1,0.09,,0.5,1,0.67,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,,
user0752,1,1,0,0.18,0.55,0.67,0.65,0.93,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.37000000000000005,205.55555555555557
user0776,1,1,1,0.18,0.91,0.67,0.75,0.67,0.83,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.73,405.55555555555554
user0779,1,1,1,0.36,0.55,0.5,0.6,0.8,0.94,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.19000000000000006,52.7777777777778
user0814,1,1,1,0.09,0.18,0.58,0.65,0.67,0.78,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.09,100.0
user0768,1,1,1,0.09,,0.33,0.5,0.67,0.67,0.61,727148820.0,137.0,6653.0,137.0,270351158.0,456797662.0,3612.0,3041.0,60.0,,
user0802,0,1,0,0.64,,0.5,0.6,0.87,0.61,0.11,9711285.0,2.0,34.0,2.0,9711285.0,0.0,34.0,0.0,0.0,,
user0818,1,1,1,0.55,,0.33,0.35,0.47,0.22,0.5,5725782172.0,819.0,10909.0,819.0,482558655.0,5243223517.0,4739.0,6170.0,83.0,,
user0781,1,1,0,0.27,0.0,0.5,0.45,0.6,0.67,0.44,46926236.0,10.0,205.0,10.0,23462816.0,23463420.0,96.0,109.0,66.0,-0.27,-100.0
user0791,1,1,1,0.09,0.73,0.5,0.65,0.47,0.5,0.56,6236665603.0,876.0,6624.0,876.0,306073431.0,5930592172.0,1112.0,5512.0,69.0,0.64,711.1111111111112
user0797,1,1,0,0.18,0.82,0.58,0.35,0.67,0.67,0.44,2704808482.0,383.0,2305.0,383.0,42238008.0,2662570474.0,253.0,2052.0,89.0,0.6399999999999999,355.55555555555554
user0812,1,1,1,0.0,0.64,0.42,0.35,0.67,0.44,0.39,33336056.0,5.0,164.0,5.0,26668785.0,6667271.0,162.0,2.0,88.0,0.64,0.0
user0815,1,1,0,0.09,0.73,0.67,0.3,0.6,0.5,0.39,282934907.0,46.0,648.0,46.0,61504985.0,221429922.0,233.0,415.0,94.0,0.64,711.1111111111112
user0824,1,1,1,0.0,0.82,0.58,0.25,0.47,0.5,0,2827304976.0,585.0,3812.0,585.0,173960643.0,2653344333.0,969.0,2843.0,94.0,0.82,0.0
user0825,1,1,0,0.09,0.45,0.33,0.2,0.6,0.5,0.61,2172220172.0,340.0,2850.0,340.0,301530038.0,1870690134.0,1480.0,1370.0,95.0,0.36,400.0
user0790,1,1,0,0.18,0.45,0.5,0.35,0.67,0.61,0.5,2326584066.0,327.0,3865.0,327.0,170872827.0,2155711239.0,1518.0,2347.0,65.0,0.27,150.00000000000003
user0803,1,1,1,0.09,0.45,0.42,0.45,0.67,0.5,0.22,2707395187.0,381.0,1048.0,381.0,63888411.0,2643506776.0,209.0,839.0,25.0,0.36,400.0
user0827,1,1,1,0.18,0.27,0.75,0.6,0.67,0.72,0.67,755653182.0,112.0,839.0,112.0,107944271.0,647708911.0,395.0,444.0,82.0,0.09000000000000002,50.000000000000014
user0794,0,1,1,0.09,,0.75,0.5,0.8,0.94,0.67,409373317.0,96.0,728.0,96.0,34114646.0,375258671.0,227.0,501.0,0.0,,
user0817,1,1,1,0.18,0.73,0.58,0.65,0.6,0.78,0.78,5384546802.0,776.0,9428.0,776.0,402339773.0,4982207029.0,3753.0,5675.0,76.0,0.55,305.5555555555556
user0832,0,1,1,0.91,,0.75,0.8,1,0.83,0.67,4868415348.0,730.0,4138.0,730.0,373504351.0,4494910997.0,1705.0,2433.0,0.0,,
user0769,1,1,1,0.09,0.73,0.67,0.45,0.93,0.89,0.83,562699571.0,106.0,972.0,106.0,69007365.0,493692206.0,280.0,692.0,85.0,0.64,711.1111111111112
user0819,1,1,1,0.18,0.82,0.67,0.5,0.67,0.83,0.83,2513755806.0,376.0,1450.0,376.0,40096140.0,2473659666.0,435.0,1015.0,83.0,0.6399999999999999,355.55555555555554
user0838,1,1, ,,0.55, , , , , ,859872615.0,145.0,5130.0,145.0,119709202.0,740163413.0,1528.0,3602.0,84.0,,0.0
user0778,1,1,0,0.09,,0.33,0.45,0.53,0.61,0.5,1219096962.0,408.0,2275.0,408.0,68579313.0,1150517649.0,819.0,1456.0,31.0,,
user0788,0,1,1,0.09,,0.5,0.3,0.6,0.44,0.22,92905207.0,164.0,3702.0,164.0,11523971.0,81381236.0,1202.0,2500.0,0.0,,
user0808,1,1,1,0.36,,0.42,0.55,0.67,0.61,0.61,1838963011.0,352.0,1910.0,352.0,52242744.0,1786720267.0,399.0,1511.0,88.0,,
user0753,1,1,1,0.09,0.64,0.58,0.55,0.87,0.67,0,203309545.0,84.0,657.0,84.0,29039015.0,174270530.0,409.0,248.0,91.0,0.55,611.1111111111112
user0758,1,1,1,0.55,1.0,0.5,0.6,0.67,0.5,0,25654525.0,52.0,2152.0,52.0,16383261.0,9271264.0,1109.0,1043.0,100.0,0.44999999999999996,81.8181818181818
user0754,0,1,1,0.18,0.18,0.5,0.65,0.53,0.67,0.5,1465110058.0,970.0,5617.0,970.0,81641514.0,1383468544.0,2181.0,3436.0,0.0,0.0,0.0
user0775,0,1,1,0.18,,0.75,0.3,0.87,0.89,0.22,34439020.0,60.0,1165.0,60.0,7327976.0,27111044.0,586.0,579.0,0.0,,
user0762,1,1,1,0.27,1.0,0.83,0.7,0.67,0.83,0.56,1415519582.0,378.0,3311.0,378.0,91350497.0,1324169085.0,1339.0,1972.0,90.0,0.73,270.3703703703703
user0772,1,1,1,0.45,0.82,0.92,0.9,1,1,0.61,281120059.0,322.0,4577.0,322.0,44348498.0,236771561.0,1850.0,2727.0,90.0,0.36999999999999994,82.22222222222221
user0771,0,1,1,0.0,,0.58,0.6,0.8,0.56,0.83,102668546.0,189.0,1394.0,189.0,5417140.0,97251406.0,608.0,786.0,0.0,,0.0
user0800,1,1,0,0.27,,0.5,0.5,0.53,0.61,0.67,78849375.0,136.0,2974.0,136.0,7055348.0,71794027.0,863.0,2111.0,89.0,,
user0759,1,1,1,0.18,0.55,0.58,0.5,0.67,0.67,0.67,13796514.0,41.0,404.0,41.0,1681065.0,12115449.0,93.0,311.0,83.0,0.37000000000000005,205.55555555555557
user0807,1,1,0,0.09,0.55,0.58,0.05,0.73,0.67,0.67,208684359.0,101.0,852.0,101.0,14563290.0,194121069.0,255.0,597.0,91.0,0.4600000000000001,511.11111111111126
user0773,1,1,0,0.36,0.64,0.67,0.75,0.6,0.72,0.83,56780464.0,105.0,1384.0,105.0,6789477.0,49990987.0,375.0,1009.0,88.0,0.28,77.77777777777779
user0787,1,1,1,0.09,0.82,1,0.65,0.73,0.67,0.67,9700977.0,4.0,88.0,4.0,9700977.0,0.0,88.0,0.0,93.0,0.73,811.1111111111111
user0828,1,1,1,0.09,0.55,0.5,0.35,1,0.56,0.67,314871140.0,112.0,1033.0,112.0,18074525.0,296796615.0,710.0,323.0,87.0,0.4600000000000001,511.11111111111126
user0796,1,1,1,0.18,,0.5,0.45,0.53,0.89,0.72,420210746.0,106.0,1538.0,106.0,65808530.0,354402216.0,1076.0,462.0,52.0,,
user0760,1,1,1,0.09,0.91,0.67,0.45,0.73,0.89,0.67,4705492414.0,859.0,8901.0,859.0,380012762.0,4325479652.0,2979.0,5922.0,97.0,0.8200000000000001,911.1111111111112
user0761,1,1,1,0.82,0.91,0.92,1,0.8,1,1,1038226841.0,786.0,5053.0,786.0,28540348.0,1009686493.0,1212.0,3841.0,94.0,0.09000000000000008,10.97560975609757
user0767,1,1,1,0.73,0.91,0.67,0.75,1,0.83,0.94,104313844.0,173.0,1402.0,173.0,55192430.0,49121414.0,361.0,1041.0,79.0,0.18000000000000005,24.65753424657535
user0792,1,1,1,0.09,0.64,0.25,0.3,0.6,0.83,1,146949469.0,125.0,1387.0,125.0,11130353.0,135819116.0,362.0,1025.0,87.0,0.55,611.1111111111112
user0798,1,1,1,0.09,0.45,0.92,0.85,0.93,0.83,0.72,238023748.0,73.0,2803.0,73.0,97059286.0,140964462.0,2126.0,677.0,92.0,0.36,400.0
user0821,1,1,0,0.27,0.82,0.75,0.5,0.73,0.94,0.67,328582713.0,83.0,1562.0,83.0,50334236.0,278248477.0,552.0,1010.0,94.0,0.5499999999999999,203.70370370370367
user0945,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0955,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0961,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0962,0,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
